comment,like_count,published_at,author,sentiment,emotions,anger,fear,negative,positive,trust,anticipation,joy,surprise,sadness,disgust,positive_count
Mike tyson is slowly ruining his legacy doing shit like this,0,2024-10-23T17:09:35Z,@davidbreuer5961,Negative,"{'anger': 1, 'disgust': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
lol on Netflix. More proof of it being fixed.,0,2024-10-23T17:06:48Z,@bradleywayman5709,Positive,{'trust': 2},0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
"People forget so fast how Ali was at the end of his life because he didn’t hang up the gloves , Paul loses either way , if he wins he beat up an old legend if loses he lost to a old man. Why can’t he fight professional boxers…I’ll leave that for you to figure out",0,2024-10-23T16:55:46Z,@clarence_claymore.,Positive,"{'negative': 4, 'sadness': 2, 'anger': 1, 'fear': 1, 'positive': 1, 'trust': 1, 'surprise': 1}",1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1
This a rigged fight lmao,0,2024-10-23T16:09:50Z,@michaelcisneros8896,Positive,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Those gloves 😮,0,2024-10-23T16:02:33Z,@dougadamson9946,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Shouldn't the fact that all Tysons fight footage is from the 80's and 90's be a bit of a red flag?! This is absolutely ridiculous.,0,2024-10-23T15:39:58Z,@SchecterIsKING,Negative,"{'trust': 1, 'anger': 2, 'fear': 1, 'negative': 2, 'disgust': 1}",2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
"More like Jake ""El GAYo"" Paul.",0,2024-10-23T15:37:37Z,@SchecterIsKING,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"please Mike save the sport of boxing from this poser , please give us that gift",0,2024-10-23T14:53:09Z,@MsBetke,Neutral,"{'joy': 2, 'positive': 2, 'trust': 1, 'anger': 1, 'anticipation': 1, 'surprise': 1}",1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0
He said he's the face of boxing you know Jake gets high he got to be on something to say that😂😂😂😂,0,2024-10-23T14:08:22Z,@damenpeaks5945,Positive,{'anger': 1},1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Condolences for that paul .
His winning wont gave him respect he deserve while his defeat making it worst then losing respect 😂
Good luck to him",0,2024-10-23T13:57:07Z,@zoulrupert7032,Positive,"{'anticipation': 6, 'disgust': 1, 'joy': 4, 'positive': 5, 'sadness': 2, 'surprise': 2, 'trust': 4, 'anger': 2, 'negative': 2}",2.0,0.0,2.0,5.0,4.0,6.0,4.0,2.0,2.0,1.0,1
Freak show,0,2024-10-23T13:41:48Z,@ra-ge,Neutral,{'trust': 1},0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Scripted,0,2024-10-23T13:12:43Z,@The420Toker,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yeah that freeze frame of them punching w thier mouths open. Real smart.,0,2024-10-23T12:54:13Z,@Games4Days912,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Jake is an absolute joke, fighting an old man.",0,2024-10-23T12:45:36Z,@ryanbrets7695,Positive,"{'positive': 1, 'negative': 2, 'anger': 1}",1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
This trailer just makes the fight look rigged already 😂 and no one calls Jake “el gallo”😂☠️,0,2024-10-23T12:45:20Z,@robertcastaneda1598,Neutral,"{'anger': 1, 'fear': 1, 'negative': 2, 'anticipation': 1, 'trust': 1}",1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
Last round champion. You can do it.,0,2024-10-23T12:39:53Z,@patomacko1017,Negative,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
Smiles from Russia and China😊😂,0,2024-10-23T12:06:34Z,@JACKSLATER-d3r,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Embarrasing,0,2024-10-23T12:01:36Z,@abdosd2031,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I'd like to see Jake go against Floyd Mayweather,0,2024-10-23T10:38:05Z,@GargamelTheGreat,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Predetermined and fake boxing match,0,2024-10-23T10:30:49Z,@CHAZE2B,Negative,"{'negative': 1, 'anger': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0:56 No Mouth guards ,0,2024-10-23T10:12:55Z,@Randy89kk,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"""I'm the face of this sport.""
also his face after the fight: ☠",0,2024-10-23T09:57:48Z,@invalidatee,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rocky 6 predicted this,0,2024-10-23T09:52:10Z,@IllIllIllIllIII,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"This fight is entertainment. It has a predetermined outcome.
Face saving draw for both fighters?
Redemptive humbling defeat for Paul used as a launch pad, given plaudits by Tyson and boxing experts afterward ""this kid can really fight....etc......etc...""
Win for Paul to embellish his ""bad"" reputation.

Not sure which one of these is most likely. Given the sizeable ego's involved it makes it hard to predict.
I picked the draw between Tyson and Roy Jones Jr. But that seemed more obvious to me.

What do you think? Do you agree that it has a predetermined outcome or do you think it is a straight up contest?",0,2024-10-23T09:29:45Z,@niallkennedy23,Positive,"{'anger': 4, 'fear': 3, 'negative': 4, 'anticipation': 3, 'joy': 1, 'positive': 7, 'surprise': 1, 'trust': 2, 'disgust': 1, 'sadness': 1}",4.0,3.0,4.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1
Let’s go Mikey,1,2024-10-23T08:42:02Z,@elatuverekli7650,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JAKE IS THE SCUM OF THE EARTH BABY 🔥🔥🔥🔥🔥,0,2024-10-23T08:12:08Z,@aaronlee2k03,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Get ready for the most staged fight in history where neither of the opponents can keep a straight face.,1,2024-10-23T07:47:33Z,@blueboxsketch,Positive,"{'anticipation': 1, 'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Its already Recorded😂,0,2024-10-23T07:25:04Z,@bigdgeorg,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rabbit vs tiger,0,2024-10-23T07:12:46Z,@burning5738,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
People...  You know this is just one giant agreed game right??? .... Showbusiness showbusiness showbusiness....,1,2024-10-23T06:34:28Z,@rasmuspedersen3563,Negative,"{'fear': 1, 'positive': 1, 'trust': 1}",0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
it easy money we all know. beat on mike to win there won't be KTO or KO. sport now they is full of shit. why i beat on mike. 1. if paul knock out or win he will get shit on. 2. they want to keep paul and mike to very last end because of age different. 3. mike can't lose to him due his history. 4. paul he just in for the money that all weather he win or lose he still pay and he don't want to dispect mike. so my gamble money goes to mike,0,2024-10-23T06:26:53Z,@gintamakazama7549,Positive,"{'anger': 7, 'anticipation': 4, 'joy': 4, 'positive': 5, 'surprise': 5, 'trust': 4, 'disgust': 4, 'negative': 5, 'fear': 2, 'sadness': 2}",7.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,1
"And if you watch, it'll prove that dumb money is easy money.",0,2024-10-23T06:25:34Z,@LeechyKun,Positive,"{'anticipation': 3, 'fear': 1, 'positive': 3, 'negative': 1, 'anger': 2, 'joy': 2, 'surprise': 2, 'trust': 2}",2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,1
"If Paul wins,he is pathetic and if Tyson wins it's scripted",0,2024-10-23T05:44:19Z,@RendaniTshililo-k7f,Negative,"{'disgust': 1, 'negative': 1, 'sadness': 1}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Notice how all of mike tyson's highlights are from the 80s.,0,2024-10-23T04:27:50Z,@m35cobol,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Without all of the champions we have in boxing there would be no boxing and without Jake Paul they would still be the champions and there would still be boxing fans flocking to boxing. Jake Paul is not even a real boxer. He fought one real boxer and lost. He’s basically zero and one against real boxers, and then he wants to fight the greatest boxer of all time.",0,2024-10-23T04:12:10Z,@TheRealTomahawk,Positive,"{'anger': 5, 'positive': 3, 'trust': 3, 'negative': 2, 'sadness': 1, 'fear': 1, 'anticipation': 1}",5.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1
Soy girl vs. BEAST,0,2024-10-23T04:03:29Z,@user-cr1ip1ov4m,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mike Tyson is 58. This shouldn’t be happening. It’s sad to see this going ahead in my opinion.,0,2024-10-23T03:54:17Z,@DevonSampano,Negative,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Joke,0,2024-10-23T03:52:18Z,@DaDamuse,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"If i ever get lost in the jungle, ID rather hace Mike Tyson as a backup than a gun by my side",0,2024-10-23T03:51:22Z,@JavierMunoz-lj8bv,Neutral,"{'negative': 2, 'sadness': 1, 'fear': 2, 'anger': 1}",1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
funny funny funny not nice at all .Mike should not do that .Winner is Jake  making money getting more famous etc,0,2024-10-23T03:06:11Z,@lvnean1,Positive,"{'anger': 1, 'anticipation': 1, 'joy': 1, 'positive': 2, 'surprise': 1, 'trust': 1}",1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1
The fight the world’s been waiting for????? That’s an overstatement! 😂😂😂😂😂😂😂😂😂😂😂,4,2024-10-23T02:57:46Z,@JohnnyShadess,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I just can't believe idiots like Jake Paul has managed to get in that pedestal just by being an idiot in the internet. Social Media was a mistake.,0,2024-10-23T01:57:49Z,@unecessaryupdates6016,Negative,"{'disgust': 1, 'negative': 2, 'sadness': 1}",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
roll camera action 🤑🤑🤑🤑🤑🤑,0,2024-10-23T01:51:38Z,@d_knight.,Positive,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
el gallo? what happened to problem child?,0,2024-10-23T01:41:58Z,@froulouxio,Neutral,"{'fear': 1, 'negative': 1, 'sadness': 1, 'anticipation': 1, 'joy': 1, 'positive': 1}",0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
Joke paul vs ear biter,1,2024-10-23T01:15:43Z,@AlienWavesTV,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
My prediction is mike will lose for publicity. It's gonna be staged.,0,2024-10-23T01:13:23Z,@SmokeyJoe4991,Neutral,"{'anticipation': 1, 'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}",1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
Is this going to happen even?,0,2024-10-23T01:13:02Z,@AlienWavesTV,Neutral,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Silly,0,2024-10-23T01:11:29Z,@patpung1081,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Its a gimmick fight i love boxing but this is a joke 😅,0,2024-10-23T00:28:41Z,@playz452,Positive,"{'anger': 2, 'fear': 1, 'negative': 2, 'joy': 1, 'positive': 1}",2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Disgrace to the sport,0,2024-10-23T00:13:57Z,@Cabbage48,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
First time I've seen YT America root for the blk figther to beat his yt opponent. I guess Tyson is just that big.,0,2024-10-23T00:10:28Z,@wittenberg5,Positive,"{'anticipation': 2, 'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'surprise': 1}",1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1
Mike accepted so that he gets money and thats it ngl. Have a big feeling its gonna be the same as dillon vs logan fight,0,2024-10-22T23:53:23Z,@lolhp._.,Neutral,"{'anger': 3, 'anticipation': 2, 'joy': 2, 'positive': 2, 'surprise': 2, 'trust': 2, 'disgust': 1, 'fear': 2, 'negative': 2, 'sadness': 1}",3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0
🤡🤡🤡,0,2024-10-22T22:39:00Z,@carlosgrey37,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cant belive jake is actually taking pride in this,0,2024-10-22T22:26:25Z,@rmcdougall4552,Neutral,"{'joy': 1, 'positive': 1}",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Elderly abuse,0,2024-10-22T21:52:32Z,@twal-wo6yh,Neutral,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
We will watch this fight for free on youtube the next day like always,0,2024-10-22T21:31:15Z,@rosegold-beats,Positive,"{'anticipation': 1, 'fear': 2, 'anger': 1, 'negative': 1}",1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
IRON MIKE! IRON MIKE! IRON MIKE!,0,2024-10-22T21:15:59Z,@SAXONITEWARRIOR23,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bro this fight will be break the jupiter and mike is saitama and jake paul is garou... we know how the fight is ended right?,1,2024-10-22T20:47:59Z,@peteseskendarius1289,Positive,"{'anger': 2, 'fear': 2, 'negative': 2, 'surprise': 1}",2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Influencers suck.,1,2024-10-22T20:30:33Z,@notCAMD,Neutral,{'negative': 1},0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jake The Rooster Paul 😂😂😂😂😂😂😂,0,2024-10-22T20:25:34Z,@FIAFTIDF,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jake who????? El gay?,0,2024-10-22T20:19:28Z,@tombystander,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"This is how you know this fight is nothing but bulls**t, they had to act like they already fought in the ring, so they can make a Netflix trailer.",1,2024-10-22T20:06:58Z,@letsputonthatface7296,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
STAGED!! how much did they paid u mike?,0,2024-10-22T19:31:02Z,@Loidforgerlol,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Fc22 song 0:18,2,2024-10-22T19:12:46Z,@talhafrl,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"keep hating, it makes them millions. 😂🤡",0,2024-10-22T19:05:17Z,@outstanding00,Neutral,"{'anger': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"there are loosers (you guys) and winners in life for a reason 

god blesses good people 😊",0,2024-10-22T18:57:00Z,@outstanding00,Positive,"{'positive': 3, 'anticipation': 2, 'fear': 1, 'joy': 2, 'trust': 2, 'surprise': 1}",0.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1
"Jake is going to knock him out

and i‘m just waiting for you guys to rage over that and break your monitors 😂😂",0,2024-10-22T18:55:08Z,@outstanding00,Neutral,"{'anger': 1, 'negative': 1, 'surprise': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
netflix should deactivate this comment section,0,2024-10-22T18:54:01Z,@outstanding00,Neutral,{'negative': 1},0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"hating is just a self reflection of yourself 

keep that in mind",0,2024-10-22T18:53:33Z,@outstanding00,Neutral,"{'anger': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"it‘s sad to see how many people have this weak pathetic mindset to hate on other successful people

you will never achieve anything in your life guys",1,2024-10-22T18:53:14Z,@outstanding00,Negative,"{'disgust': 2, 'negative': 2, 'sadness': 2, 'anger': 1, 'fear': 1, 'anticipation': 1, 'joy': 2, 'positive': 2, 'trust': 2}",1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0
"it‘s sad to see how many people have this weak pathetic mindset to hate on other successful people

you will never achieve anything in your life guys",0,2024-10-22T18:53:11Z,@outstanding00,Negative,"{'disgust': 2, 'negative': 2, 'sadness': 2, 'anger': 1, 'fear': 1, 'anticipation': 1, 'joy': 2, 'positive': 2, 'trust': 2}",1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0
"sad world we live in 

million of people who are here just to hate on Jake Paul. i mean good for him, he makes money off the hate from you sad boomers. but society is sad and failed",0,2024-10-22T18:52:02Z,@outstanding00,Negative,"{'anger': 3, 'disgust': 2, 'fear': 2, 'negative': 2, 'sadness': 2, 'anticipation': 2, 'joy': 2, 'positive': 2, 'surprise': 2, 'trust': 2}",3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
"i was curious about the match , but now let's forget it",0,2024-10-22T18:33:38Z,@MuhammadSaad-z4m9p,Negative,{'negative': 1},0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Show😂,0,2024-10-22T18:30:14Z,@saganugumanov9741,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tbh i think mike is doing this for his inner demons. Hes been holding them in for a long time now and just needs a blowout,0,2024-10-22T17:17:47Z,@kingleonidas6092,Negative,"{'anticipation': 2, 'negative': 1}",0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
Jake will ko Mike,0,2024-10-22T16:29:29Z,@IbrarAli-n6b,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rocky 5 vibes are mad,0,2024-10-22T16:05:52Z,@vihennn,Negative,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Lack of Tyson training footage. We had lots for Jones.,0,2024-10-22T16:04:36Z,@darriusdeburgh7333,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
They didn't they tweak the fight rules in favor of Jake Paul?,0,2024-10-22T15:47:17Z,@TRDGE,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fc 24 mobile music 0:08,0,2024-10-22T15:25:44Z,@Gaming4life-tn4zt,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'sadness': 1}",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
Lol😂😂😂😂😂😂😂,0,2024-10-22T15:10:05Z,@UserMkp,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Announcer sounds like a tiktok ai voice 😭,0,2024-10-22T14:56:23Z,@JohnsonPea986,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"I want mike tyson to winI but i think jake will win 
Mike is like 58 now 
He has existed his prime 
But if he still manages to win
I'll be happy

Edit: this can also be staged
(So many chances of this fight being staged)",0,2024-10-22T14:45:36Z,@JackAndTom610,Positive,"{'positive': 2, 'anticipation': 1, 'joy': 1, 'trust': 1, 'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1
Hope Tyson gets knocked out,0,2024-10-22T14:29:49Z,@KeyboardWarriorNo1,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Make em chop money Mike .,0,2024-10-22T14:25:40Z,@donbosconjeru5504,Neutral,"{'negative': 1, 'anger': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
Song name?,0,2024-10-22T14:13:39Z,@RantGogan4,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"An Amateur Boxer who ONLY FIGHTS other Amateur boxers, besides Tommy Fury (which he lost against) fighting a PROFESSIONAL Boxer whom I may add, is thee most DANGEROUS boxer STILL today. Paul's going down.",0,2024-10-22T13:16:18Z,@The-Joker616,Negative,"{'negative': 2, 'sadness': 1, 'anger': 1}",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
So much cringe,0,2024-10-22T12:56:17Z,@rosssmith9941,Positive,"{'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
What a shameful fight for both of them.,0,2024-10-22T12:23:24Z,@iakovos56,Neutral,"{'negative': 2, 'sadness': 1, 'anger': 1, 'fear': 1}",1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
"Ahhh if only Jake Paul’s training translated to the ring. He’s such a bad boxer, he relies on that right hand in every fight. Keep in mind he lost to Tommy Fury, an average pro boxer",0,2024-10-22T12:07:07Z,@gasolinedixon2394,Negative,"{'anger': 2, 'disgust': 1, 'fear': 2, 'negative': 3, 'sadness': 2}",2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
"People sus Jack but don't get that Mick tyson is ruining his legacy for some cash
He does this sgit for money as he is broke",0,2024-10-22T11:27:36Z,@lakshaygaur4585,Neutral,"{'anger': 2, 'anticipation': 2, 'fear': 2, 'joy': 2, 'positive': 2, 'trust': 2, 'surprise': 1, 'negative': 1, 'sadness': 1}",2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0
There’s no way Jake’s nickname is “the rooster”😭💀,0,2024-10-22T11:04:27Z,@Angel-Otk,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Marks will believe this work is a shoot.,0,2024-10-22T10:47:55Z,@User-be4fx,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yo that was fire 🔥 😳 let's go MIKE TYSON GOAT.,2,2024-10-22T10:33:47Z,@elneneromeo2224,Neutral,{'fear': 1},0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fact : everyone knows that this will be scripted but enjoys instead,0,2024-10-22T10:20:08Z,@drtsquadgaming5865,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mike Tyson is going to pass the torch  to Jake Paul to the face of boxing,0,2024-10-22T10:08:06Z,@georgiablackman9661,Neutral,{'anger': 1},1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Iron Jake Paul is the baddest man on the planet. Mike Tyson, your time is up.",0,2024-10-22T10:05:49Z,@gxdxr,Neutral,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Me who still wondering if this fight is going to be a real fight or just a movie 🎬 😅,1,2024-10-22T10:03:46Z,@AsgherChess,Positive,"{'anger': 2, 'fear': 2, 'negative': 2, 'positive': 1, 'trust': 1}",2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
I hate Jake Paul.  Boxing is a joke with this stuff,0,2024-10-22T09:57:19Z,@jayglenn82,Negative,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 2, 'sadness': 1}",1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
It is a losing situation for jake,0,2024-10-22T09:51:14Z,@YashSingh-l1r,Neutral,"{'anger': 1, 'negative': 1, 'sadness': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
"Jake paul with the donald trump hair, dangly earrings and conor mcgregor copycat persona smh",0,2024-10-22T09:29:46Z,@teekandy,Neutral,"{'surprise': 1, 'anger': 1, 'disgust': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
Crazy how Jake lost to Mike Tyson,0,2024-10-22T09:09:49Z,@ArjayMorris,Negative,"{'negative': 1, 'sadness': 1}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
"Has Netflix released the script on this theatrical piece yet?! If not does anybody know when they will, I’d love a copy to read while watching this play!",0,2024-10-22T07:39:01Z,@Trump_Train,Positive,"{'positive': 2, 'joy': 1, 'negative': 1}",0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1
